"Modi Govt 'Hell-Bent' On Killing Scientific Research In Country, Alleges Congress",Updated 18 hours ago,politics,news18
Narendra Modi In France | Key Expectations In Defence Sector From PM's France Visit | News18,Updated 11 hours ago,politics,news18
PM Modi's France Visit | Many Bilateral Deals To Discussed During The Visit | Narendra Modi | News18,Updated 11 hours ago,politics,news18
PM Modi France Visit | Prime Minister Lands In Paris For Power-Packed Two-Day France Visit | News18,Updated 11 hours ago,politics,news18
"Cong Slams Govt, Says it is Placing Publicity Funds of Ministries Under CBC",Published 20 hours ago,politics,news18
"Uttarakhand Congress Leaders Meet Kharge, Rahul Gandhi; 2024 LS Polls on Agenda",Published 21 hours ago,politics,news18
'Mukhyamantri' Chandru Appointed Aam Aadmi Party Karnataka President ',Published 21 hours ago,politics,news18
How the Delhi Flood Issue is Becoming a Political Cesspool Where Common Man is Drowning,Updated 18 hours ago,politics,news18
Bihar: BJP Alleges Its Leader Died After Police Lathicharge During Protest,Updated 14 hours ago,politics,news18
Maha Congress Chief Seeks Dismissal Of Shinde Govt And Imposition Of President's Rule,Published 22 hours ago,politics,news18
Politics Continues Over Delhi Rain As BJP MP Gautam Gambhir Slams Delhi Govt | News18 | Delhi News,Updated 13 hours ago,politics,news18
Delhi Flood Crisis | Yamuna Bank Metro Station Shut | Yamuna Water Level At All Time High | News18,Updated 14 hours ago,politics,news18
Maharashtra Cabinet Expansion Updates: Portfolio Allocation Likely By Today Evening Or Tomorrow,Updated 20 hours ago,politics,news18
BJP to Begin Yatra from Rameswaram Amid Buzz over PM’s ‘Southern Seat of Choice’ for 2024 Polls,Updated 23 hours ago,politics,news18
Bihar Politics | BJP Demands Bihar Deputy CM's Resignation | Tejashwi Yadav News | English News,Updated 15 hours ago,politics,news18
"Panchayat Polls Rivalry Threatens to Derail Oppn's Bengaluru Meet as Cong, TMC Trade Blows in Bengal",Updated 21 hours ago,politics,news18
Bihar Govt Cancels Leaves of Teachers Amid BJP Protest Over Recruitment Policy,Published 1 day ago,politics,news18
Maharashtra News | Congress Demands The President’s Rule In Maharashtra | English News | News18,Updated 17 hours ago,politics,news18
Maharashtra News | The Cabinet War Comes To End With Ajit Pawar Alloted Finance Portfolio | News18,Updated 18 hours ago,politics,news18
Opposition Meet | AAP | AAP Likely To Skip Next Week's Second Opposition Meet In Bengaluru | News18,Updated 18 hours ago,politics,news18
Reflection of Colonial Mindset: India on European Parliament's Manipur Resolution,Published 52 minutes ago,world,news18
US Senate Committee Passes Resolution Recognising Arunachal Pradesh as Integral Part of India,Published 54 minutes ago,world,news18
"Northern Lights to be Visible in These States in US, Canada. Where and When to Watch?",Updated 50 minutes ago,world,news18
"Mob Chanting ‘Khalistan Zindabad’ Attacks Indian Student with Rods in Sydney, Films Assault",Updated 38 minutes ago,world,news18
"Bastille Day 2023: Google Doodle Celebrates French National Day, PM Modi to be Guest of Honour",Published 1 hour ago,world,news18
PM Modi to Attend Bastille Day Military Parade as Guest of Honour,Published 1 hour ago,world,news18
"Pakistan's Karachi Ranked Among 'Least Livable Cities', Here's the Top City in the List",Published 2 hours ago,world,news18
"Record-breaking Heat Bakes US, Europe, China; Temperature to Reach 48 Degrees Celsius",Published 3 hours ago,world,news18
International Criminal Court Opens New Probe into Sudan Violence,Published 4 hours ago,world,news18
PM Modi France Visit LIVE: PM to Attend Bastille Day Parade at 1:30 pm; Modi Dials Amit Shah to Enquire About Flood Situation,Updated 24 minutes ago,world,news18
Biden Says Putin Has 'Already Lost' Ukraine War,Published 6 hours ago,world,news18
OpenAI Under US Regulator Probe for Potential Consumer Harm by ChatGPT App,Published 6 hours ago,world,news18
PM Modi Thanks French President Emmanuel Macron for Hosting Him at Elysee Palace,Published 6 hours ago,world,news18
"WHO Alert: Aspartame Sweeteners, Used in Soft Drinks, Now Listed as Possible Cancer Cause",Updated 7 hours ago,world,news18
US: FDA Approves Landmark Over-the-Counter Birth Control Pill,Published 7 hours ago,world,news18
India a 'Model of Diversity': PM Modi Tells Indian Diaspora in France in Nearly Hour-Long Speech,Published 7 hours ago,world,news18
"PM Modi Receives France's Highest Award, Grand Cross of the Legion of Honor",Updated 5 hours ago,world,news18
"Modi in France: PM Addresses Diaspora, Attends Key Meetings and State Dinner with Prez Macron | In Pictures",Published 8 hours ago,world,news18
French President Macron Hosts PM Modi for Private Dinner at the Élysée Palace,Updated 9 hours ago,world,news18
PM Modi France Visit: Punjab Regiment Contingent Commander Speaks To News18 | Bastille Day | News18,Updated 8 hours ago,world,news18
What Are Solar Storms? Here's All About Its Effects on Earth And Prediction Methods | In Graphics,Updated 10 hours ago,world,news18
PM Modi's French Connection: Reflecting on 40-Year Association with Alliance Française,Updated 9 hours ago,world,news18
Captain Raghu Nair On Leading Indian Navy Contingent At Bastille Day Parade | PM Modi In France,Updated 8 hours ago,world,news18
"France Adopts UPI System, PM Modi Says Indian Tourists to Soon Pay in Rupees at Eiffel Tower",Updated 11 hours ago,world,news18
Will Hand Over Charge to Caretaker Government in August: Pak PM Shehbaz Sharif,Published 11 hours ago,world,news18
"Biden Asks Wagner Boss to Watch His Food, US Cluster Bombs in Ukraine, Putin Disses West's Missiles",Updated 8 hours ago,world,news18
"Chandrayaan-3 Launch, Mbappe's Fans in India: Modi's Address to Diaspora in France | Quotes",Updated 9 hours ago,world,news18
"PM Modi Holds 'Fruitful' Meetings With French Counterpart, Senate Prez; Discusses  Ways to Bolster Ties",Published 12 hours ago,world,news18
Jaishankar Discusses Issue of Indian Diplomats' Security in UK with British Counterpart,Published 12 hours ago,world,news18
'Colonial Mindset': India Slams EU Parliament for Adopting Resolution on Violence-hit Manipur,Updated 12 hours ago,world,news18
"Modi in France: PM to Attend Bastille Day Parade, Meet Macron | Day 2 Itinerary Here",Updated 13 hours ago,world,news18
"“Powerful Enough To Rip Off Tank Turrets…” After UAVs, Ukraine To Turn Ground Drones Against Russia?",Updated 10 hours ago,world,news18
Mark Wood was ‘too quick’ for Australia’s top order at Headingley: Ollie Robinson,023 10:07 IST,sports,Indian Express
Ashes 2023: Ian Healy picks Josh Hazlewood ahead of Michael Neser for Old Trafford,2023  09:35 IST,sports,Indian Express
Watch: Virat Kohli celebrates after hitting his first boundary on Day 3,023 09:04 IST,sports,Indian Express
‘You have to do it’: Emotional Yashasvi Jaiswal reveals how skipper Rohit Sharma’s advice fuelled him to do well on debut,2023  08:33 IST,sports,Indian Express
"Despite rain and a fumble, Jyothi races to gold in 100 m hurdles event, scripts history at Asian meet",2023  09:18 IST,sports,Indian Express
U.S. forward Christian Pulisic joins Milan from Chelsea on four-year deal,023 00:46 IST,sports,Indian Express
Yashasvi Jaiswal goes big on debut; Rohit Sharma hits ton as India tighten grip on first Test vs West Indies,2023  09:23 IST,sports,Indian Express
"Yashasvi Jaiswal scores maiden Test century, Rohit Sharma gets 10th ton as India dominate West Indies in 1st Test",2023  00:22 IST,sports,Indian Express
"From picking the game in a laundry room to becoming US No 1, Lily Zhang living an American dream",2023  22:43 IST,sports,Indian Express
"Master of controllables, Ons Jabeur controls her destiny",2023  10:35 IST,sports,Indian Express
"Decathlete in Asian level, Tejaswin Shankar wants to compete in high jump in Olympics and World C’ships",023 22:17 IST,sports,Indian Express
Rohan Bopanna-Matthew Ebden pair crashes out of Wimbledon,023 21:48 IST,sports,Indian Express
"Inspired by England, egged on by Milan and Maryland, London somersaults from Manipur to Fukuoka",2023  07:26 IST,sports,Indian Express
ICC Board Meet: India to get maximum share; only 4 overseas players allowed in new T20 leagues,023 21:25 IST,sports,Indian Express
BCCI to get lion’s share of ICC’s annual net earnings,2023  07:51 IST,sports,Indian Express
"T20 Cricket in US, starring Knight Riders, Super Kings, Faf Du Plessis, Rashid Khan and Satya Nadella",023 19:09 IST,sports,Indian Express
Gianni Infantino reveals new African Football League to start on October 20,023 18:44 IST,sports,Indian Express
Duleep Trophy: Fast and incisive Vidwath Kaverappa leaves West Zone tottering on 129/7,2023  10:13 IST,sports,Indian Express
"NADA issues notice to Vinesh Phogat for whereabouts failure, asks for response in two weeks",023 17:22 IST,sports,Indian Express
Spin onslaught leaves India with more questions than answers,2023  07:25 IST,sports,Indian Express
Mirabai Chanu will spearhead Indian campaign in World Weightlifting Championships in Riyadh from Sept 4,023 16:27 IST,sports,Indian Express
"‘I was showing that I was happy but inside I was definitely losing the battle’: Dele Alli breaks down in tears, reveals he was sexually abused at six",2023  15:04 IST,sports,Indian Express
"IND vs WI 1st Test: Watch Ishan Kishan caught sledging on stump-mic, instructing Virat Kohli on field placement",023 14:27 IST,sports,Indian Express
Brazil court detains a Peruvian soccer coach accused of racist acts,023 13:48 IST,sports,Indian Express
Man City gets $4.6 million from FIFA to top list of club payments from World Cup player fund,023 13:11 IST,sports,Indian Express
Mizoram BJP vice-president resigns to protest attacks on churches in Manipur,2023  09:11 IST,politics,Indian Express
"Axed as Chhattisgarh Congress chief, Markam gets berth in Baghel ministry day after",2023  04:34 IST,politics,Indian Express
"Who is the BJP leader who died during Patna protest? Family, colleagues remember committed party man",2023  10:49 IST,politics,Indian Express
"BJP loses Jangalmahal, north Bengal grounds in TMC wave, but Suvendu gets rural poll boosterPremium Story",2023  10:31 IST,politics,Indian Express
"Can Metro Man help CPM, BJP find common ground? Sreedharan’s rail project idea gains traction",2023  18:00 IST,politics,Indian Express
"BJP mulls over changes in UP, may drop a quarter of 62 MPs in 2024Premium Story",2023  10:58 IST,politics,Indian Express
"Second week into House Session, BJP still without LoP in Karnataka",023 15:51 IST,politics,Indian Express
"The other panchayat elections: In Tripura 2019, it was BJP in the dock, no Opposition in 86% seats",2023  15:33 IST,politics,Indian Express
"No toehold in Haryana yet, AAP tries to flicker back to life before crucial civic polls",2023  13:10 IST,politics,Indian Express
"Bengal Panchayat Polls Results Out: 100, 92, 80% – that’s TMC strike rate in zilla parishad, panchayat samiti and gram panchayat election",2023  13:29 IST,politics,Indian Express
3 dead in Bhangar clashes:  ‘TMC goons came in police uniform and opened fire… They should be hanged’,2023  09:42 IST,politics,Indian Express
Congress appoints MP Deepak Baij as its Chhattisgarh unit chief ahead of Assembly polls,2023  03:40 IST,politics,Indian Express
"DMK opposes UCC, says one-size-fits-all personal law undermines religious freedom, federalism",2023  08:07 IST,politics,Indian Express
"Stepping up to play Oppn fulcrum, Congress gets Sonia Gandhi booster for Bengaluru meet",2023  10:32 IST,politics,Indian Express
Jharkhand Governor on UCC: ‘Tribals should be allowed to lead lives their way till they are ready for it’,2023  19:25 IST,politics,Indian Express
"Among BJP’s RS candidates from Gujarat, a former royal and cow breeding cell chief",2023  21:57 IST,politics,Indian Express
"As Calcutta HC holds back panchayat poll results, a look at its orders, nomination to Central forces",2023  19:56 IST,politics,Indian Express
"UCC: ‘No party with secular principles as its base can say it is not necessary,’ said CPM once",2023  19:47 IST,politics,Indian Express
"Caught in Mahagathbandhan fireworks, RJD MLC Sunil Singh a known Nitish Kumar-baiter",2023  17:59 IST,politics,Indian Express
"Eyeing Rajbanshi votebank for 2024, BJP picks Ananta Maharaj as Rajya Sabha face from Bengal",2023  01:52 IST,politics,Indian Express
Naveen Patnaik rejigs 2019 ‘game changer’ to boost BJD prospects ahead of 2024 pollsPremium Story,2023  07:03 IST,politics,Indian Express
"As SC prepares to hear Article 370 pleas, a look at where major parties stand",2023  14:27 IST,politics,Indian Express
"In Shiv Sena disqualification dispute, Constitution of undivided party holds central role",2023  02:18 IST,politics,Indian Express
"Its ex-Deputy CM held, Punjab Congress says vigilance probes targeting its ‘Hindu leaders’, ‘to help BJP’",2023  09:26 IST,politics,Indian Express
The four hours to Indira Gandhi’s death: Dr P Venugopal recalls,2023  07:57 IST,politics,Indian Express
 Biden proclaims NATO alliance 'more united than ever' in contrast to predecessor Trump ,11:38 AM IST,world,The Hindu
 Israel’s Bnei Menashe seek quick help for community members in Manipur ,11:38 AM IST,world,The Hindu
" Top U.S., Chinese diplomats meet at ASEAN talks as tensions risk flaring ",11:38 AM IST,world,The Hindu
 Russia says F-16 jets in Ukraine will be seen as 'nuclear' threat ,11:38 AM IST,world,The Hindu
" Germany presents long-awaited strategy on China, stresses economic security ",11:38 AM IST,world,The Hindu
 Thai reformist Pita Limjaroenrat loses PM vote ,11:38 AM IST,world,The Hindu
" Google launches ChatGPT rival Bard in EU, Brazil ",11:38 AM IST,world,The Hindu
 Russia arrests trans activist for 'high treason' ,11:38 AM IST,world,The Hindu
" Kevin Spacey 'crushed' by sexual assault allegations, actor tells London court ",11:38 AM IST,world,The Hindu
 Biden is closing out his Europe trip by showcasing new NATO member Finland ,11:38 AM IST,world,The Hindu
" China, ASEAN agree to try to conclude non-aggression pact on South China Sea feud in three years ",11:38 AM IST,world,The Hindu
 Daily Quiz | On U.S. presidential premaries ,11:38 AM IST,world,The Hindu
 Tens of thousands of doctors in England start ‘longest-ever’ strike in health system’s history ,11:38 AM IST,world,The Hindu
 U.S. Vice President Kamala Harris makes history with tie-breaking votes in Senate ,11:38 AM IST,world,The Hindu
 Chandrayaan-3 | What it takes to soft-land on the moon ,11:38 AM IST,nation,The Hindu
" SC gets two new judges, CJI administers oath of office to Justices Bhuyan and Bhatti ",11:38 AM IST,nation,The Hindu
 Caller warns of 26/11-like terror attack if Pakistan national Seema Haider did not return home ,11:38 AM IST,nation,The Hindu
 U.S. Senate Committee passes resolution recognising Arunachal Pradesh as integral part of India ,11:38 AM IST,nation,The Hindu
" Over 7,000 more pilgrims leave Jammu base camp for Amarnath Yatra ",11:38 AM IST,nation,The Hindu
 Chandrayaan-3 mission LIVE news | ISRO all set to launch its third moon mission at 2:35 p.m. ,11:38 AM IST,nation,The Hindu
" Truck carrying Kanwar yatris to Haridwar collides with another truck, 5 dead ",11:38 AM IST,nation,The Hindu
" Delhi court convicts former RS MP, official in coal allocation scam ",11:38 AM IST,nation,The Hindu
 PM Modi conferred with France's highest award Grand Cross of the Legion of Honour ,11:38 AM IST,nation,The Hindu
 PM in France | Modi describes India as ‘model of diversity’ and announces agreement for use of UPI in France ,11:38 AM IST,nation,The Hindu
 Kanwar Yatra: the pilgrims’ progress ,11:38 AM IST,nation,The Hindu
" Manipur Governor Uikey visits Imphal relief camp, promises all help to inmates ",11:38 AM IST,nation,The Hindu
 The first GSI survey of the Siachen  ,11:38 AM IST,nation,The Hindu
 Government lists bill to replace Delhi ordinance for Monsoon Session ,11:38 AM IST,nation,The Hindu
 England beats Spain to win dramatic Under-21 Euro final ,11:38 AM IST,sports,The Hindu
" Ex-Netherlands goalkeeper Van der Sar in intensive care after a bleed around his brain, Ajax says ",11:38 AM IST,sports,The Hindu
 Explained | What is football’s new offside rule as proposed by Arsene Wenger?  ,11:38 AM IST,sports,The Hindu
" PSG fires coach Galtier, replaces him with Luis Enrique ",11:38 AM IST,sports,The Hindu
 Ancelotti set to coach Brazil from 2024 Copa America ,11:38 AM IST,sports,The Hindu
 SAFF Championship: Indian football on the rise with a settled squad and a never-say-die attitude ,11:38 AM IST,sports,The Hindu
 Didn’t want to hurt sentiments: Indian footballer Jeakson Singh clarifies after uproar over being wrapped in Meitei flag at SAFF final ,11:38 AM IST,sports,The Hindu
 Man United sign Mason Mount from Chelsea for reported $70 million transfer fee ,11:38 AM IST,sports,The Hindu
 Argentine World Cup winner Emiliano Martinez gets a grand reception in Kolkata ,11:38 AM IST,sports,The Hindu
" Chhangte, Manisha named men's and women's AIFF Players of Year for 2022-23 ",11:38 AM IST,sports,The Hindu
" SAFF victory will not have much bearing on the 2023 AFC Asian Cup preparations, says India head coach Igor Stimac ",11:38 AM IST,sports,The Hindu
 SAFF Championship Final: Gurpreet emerges as India’s hero in penalty shootout thriller against Kuwait ,11:38 AM IST,sports,The Hindu
 India beat Kuwait 5-4 in penalty shootout to win SAFF Championships title for 9th time ,11:38 AM IST,sports,The Hindu
 Brazil's Marta Vieira da Silva says upcoming Women's World Cup will be her last ,11:38 AM IST,sports,The Hindu
 Rupee gains 12 paise to 81.96 against U.S. dollar in early trade ,11:38 AM IST,business,The Hindu
 Private sector share in investment sees sharp decline in Q1 ,11:38 AM IST,business,The Hindu
 Spend management platform EnKash introduces Olympus ,11:38 AM IST,business,The Hindu
" Rajnish Kumar, Mohandas Pai to join BYJU’S advisory council ",11:38 AM IST,business,The Hindu
 Bank of Baroda rolls out MSSC scheme for women ,11:38 AM IST,business,The Hindu
" TTK Healthcare receives BSE, NSE nod for voluntary delisting of shares ",11:38 AM IST,business,The Hindu
 British official bats for early rollout of India-UK FTA ,11:38 AM IST,business,The Hindu
" BFSI, technology, communication verticals seeing slowdown: Delaporte ",11:38 AM IST,business,The Hindu
 Fraudulent mobile loan apps: The dark debt trap ,11:38 AM IST,business,The Hindu
 India’s rapid urbanisation presents an economic opportunity: Hardeep Puri ,11:38 AM IST,business,The Hindu
 U.S. FDA issues observations on Lupin’s oral solid dosage plant in Nagpur  ,11:38 AM IST,business,The Hindu
 Granules facility in Hyderabad gets EIR from U.S. FDA ,11:38 AM IST,business,The Hindu
 Telcos oppose international SMS traffic redefinition ,11:38 AM IST,business,The Hindu
 India’s H1 trade with China declines amid slowdown ,11:38 AM IST,business,The Hindu
 ChatGPT-maker OpenAI signs deal with AP to license news stories ,11:38 AM IST,technology,The Hindu
 U.S. FTC asks court to temporarily halt Microsoft's acquisition of Activision ,11:38 AM IST,technology,The Hindu
 Alphabet shares soar after it expands AI chatbot internationally ,11:38 AM IST,technology,The Hindu
 U.S. FTC opens investigation into OpenAI over misleading statements: Report ,11:38 AM IST,technology,The Hindu
" Google launches ChatGPT rival Bard in EU, Brazil ",11:38 AM IST,technology,The Hindu
 Fraudulent mobile loan apps: The dark debt trap ,11:38 AM IST,technology,The Hindu
 HP Envy x360 15 laptops launched in India ,11:38 AM IST,technology,The Hindu
 BlackBerry expands global cybersecurity software development in India ,11:38 AM IST,technology,The Hindu
 Google Pay launches UPI LITE to push small value transactions faster ,11:38 AM IST,technology,The Hindu
 Garmin launches Approach S70 series for golfers ,11:38 AM IST,technology,The Hindu
 Here is how your Tumblr experience will change ,11:38 AM IST,technology,The Hindu
" Make IMC 2023 a virtual event for a wider reach, Ashwini Vaishnaw says ",11:38 AM IST,technology,The Hindu
news,time,news_type,news_source
Twitter ready to share advertising revenue with verified content creators,"d
.
11:30 AM IST",technology,mint
Zomato sends “Dahi Cheeni” wishes to ISRO fuelling Chandrayaan 3 launch with success,"d
.
09:53 AM IST",technology,mint
"Swiggy Genie delivery: Apple Watch Ultra worth ₹82,999 stolen, users concerned","d
.
09:10 AM IST",technology,mint
"BGMI redeem codes for July 14, 2023: Unlock exciting rewards and free gifts!","d
.
09:05 AM IST",technology,mint
"Garena Free Fire Max redeem codes for July 14, 2023: Get weapons, diamonds, more","d
.
06:36 AM IST",technology,mint
OpenAI gets access to AP news stories,"d
.
13 Jul 2023",technology,mint
Elon Musk’s Twitter Asks Court to Terminate FTC Settlement,"d
.
13 Jul 2023",technology,mint
ChatGPT Comes Under Investigation by Federal Trade Commission,"d
.
13 Jul 2023",technology,mint
"Google Pay introduces UPI Lite: How to activate, what it means for users and more","d
.
13 Jul 2023",technology,mint
WhatsApp may soon bring animated avatar pack,"d
.
13 Jul 2023",technology,mint
Apple iOS 17 update: Guide to make your iPhone speech assistant sound exactly like you,"d
.
13 Jul 2023",technology,mint
In Asia data flows are part of a new great game,"d
.
13 Jul 2023",technology,mint
iOS 17 public beta rolling out: These 5 features will change the way you use your iPhone,"d
.
13 Jul 2023",technology,mint
This is how OnePlus 12 may look,"d
.
13 Jul 2023",technology,mint
"Amazon Prime Day Sale 2023: OnePlus Nord 3 5G, Motorola Razr 40 and other phones to make first debut","d
.
13 Jul 2023",technology,mint
Apple rolls out first public beta of WatchOS 10 update. Know what's new,"d
.
13 Jul 2023",technology,mint
Amazon Echo Pop review: Smart and affordable,"d
.
13 Jul 2023",technology,mint
"Woman receives ‘fake' watch instead of ₹50,900 Apple Watch ordered from Amazon","d
.
13 Jul 2023",technology,mint
Google introduces new personalized AI app ‘NotebookLM’,"d
.
13 Jul 2023",technology,mint
WhatsApp rolls out Phone Number Privacy feature in Beta update. All details here,,technology,mint
PM Modi France visit: Here's what he said on THIS 'Superhit' French footballer,"July 14, 2023 11:54 IST",sports,indiaTV
MLC 2023: David Miller boosts Texas Super Kings to dominant win over Los Angeles Knight Riders,"July 14, 2023 10:58 IST",sports,indiaTV
"ICC introduces cap on players' participation in new T20 leagues, over-rate sanctions in Tests","July 14, 2023 9:55 IST",sports,indiaTV
Kohli breaks into Top 5 as he leapfrogs Sehwag on list of leading run-getters for India in Tests,"July 14, 2023 8:02 IST",sports,indiaTV
'This is just a start' - Yashasvi Jaiswal wants to express himself further in difficult conditions,"July 14, 2023 7:54 IST",sports,indiaTV
ACC Men's Emerging Cup 2023 Live Streaming in India: When and where to watch IND-A vs UAE-A on TV?,"July 14, 2023 7:03 IST",sports,indiaTV
First time in 146 years! India create history in Test cricket after Rohit-Jaiswal's 229-run stand,"July 14, 2023 6:30 IST",sports,indiaTV
"Ton-up Jaiswal breaks records on debut, Rohit slams century too as India take control of 1st Test","July 14, 2023 3:51 IST",sports,indiaTV
"WATCH: Rahul Dravid gives standing ovation, Virat Kohli applauds Jaiswal's fifty on Test debut","July 14, 2023 1:34 IST",sports,indiaTV
"Duleep Trophy 2023 Final: Sarfaraz Khan records another duck; Test discards Pujara, Surya flop too","July 14, 2023 0:43 IST",sports,indiaTV
Yashasvi Jaiswal becomes 17th Indian to smash ton on Test debut as Team India piles on WI's misery,"July 14, 2023 0:23 IST",sports,indiaTV
"PM Modi holds 'fruitful' meetings with French counterpart, Senate President; discusses THESE issues","July 13, 2023 23:45 IST",world,indiaTV
Putin fires top Army General for speaking out problems faced by Russian troops,"July 13, 2023 21:45 IST",world,indiaTV
India asks UK to assure full security to Indian diplomats after pro-Khalistani movement escalates,"July 13, 2023 21:20 IST",world,indiaTV
Sudan: 87 buried in 1-metre-deep mass grave in open area in Darfur as RSF deny victims decent burial,"July 13, 2023 19:06 IST",world,indiaTV
Zelenskyy fumes over UK Minister 'Ukraine not showing gratitude' remarks: 'Will thank personally...',"July 13, 2023 17:27 IST",world,indiaTV
UK: Woes of PM Sunak soars as over 10k doctors start longest-ever strike over pay issues,"July 13, 2023 16:22 IST",world,indiaTV
Wagner mercenaries are surrendering their weapons to the military: Russia's Defence Ministry,"July 13, 2023 7:36 IST",world,indiaTV
Relief to cash-strapped Pakistan as it gets final IMF approval for USD 3 billion loan,"July 13, 2023 0:03 IST",world,indiaTV
"UK not an Amazon delivery service for weapons to Ukraine, Kyiv must show gratitude: Defence Secy","July 12, 2023 23:29 IST",world,indiaTV
Biden did it again! US President calls his ‎Ukrainian counterpart Zelenskyy 'Vladimir' at NATO Meet,"July 12, 2023 22:42 IST",world,indiaTV
Somalia: Halla Airlines plane crash-lands at Mogadishu Airport I What happened next? I VIDEO,"July 12, 2023 20:58 IST",world,indiaTV
"Milan Kundera: 'The Unbearable Lightness of Being' author, dies in Paris aged at 94","July 12, 2023 20:09 IST",world,indiaTV
Realme Narzo 60 series 5G to go on sale on 15th July 2023 at midnight: All what to expect,"July 13, 2023 22:17 IST",technology,indiaTV
"Boult Crown smartwatch launched at Rs 1,499","July 13, 2023 21:54 IST",technology,indiaTV
Garmin Approach S70 series to elevate the golf gaming experience,"July 13, 2023 21:20 IST",technology,indiaTV
"Meta to launch new commercial AI models, alike ChatGPT and Bard","July 13, 2023 19:54 IST",technology,indiaTV
BlackBerry expands global cybersecurity reach with new India hub,"July 13, 2023 19:32 IST",technology,indiaTV
Researchers harness AI to develop robot companions to tackle the loneliness epidemic,"July 13, 2023 17:37 IST",technology,indiaTV
Apple iOS 17 public beta released for iPhone: Know how to download,"July 13, 2023 14:04 IST",technology,indiaTV
WhatsApp latest update: Animated avatar pack coming soon,"July 13, 2023 11:52 IST",technology,indiaTV
Discord's new tool provides insights into teen's activity on the platform,"July 13, 2023 9:50 IST",technology,indiaTV
Google simplifies meeting scheduling in Gmail: Check details here,"July 13, 2023 8:55 IST",technology,indiaTV
Unraveling Chandrayaan-2: Failures and lessons learned,"July 14, 2023 14:55 IST",technology,indiaTV
Google's Android 14 Beta 4 update unveils 'auto-confirm unlock' and system fixes,"July 13, 2023 7:20 IST",technology,indiaTV
Markets climb in early trade aided by firm global trends; Rupee rises against dollar,"July 14, 2023 11:29 IST",buisness,indiaTV
Multiplex chain PVR Inox slashes food and beverage prices by up to 40 per cent | Here are DETAILS,"July 13, 2023 17:29 IST",buisness,indiaTV
Byju's appoints former upGrad chief Arjun Mohan as CEO | Know DETAILS,"July 13, 2023 16:28 IST",buisness,indiaTV
ITR filing: How to file income tax return without Form 16? KNOW HERE,"July 13, 2023 15:48 IST",buisness,indiaTV
"Stock markets: Sensex, Nifty hit all-time high in early trade; Rupee rises against dollar","July 13, 2023 11:49 IST",buisness,indiaTV
"Centre restricts import of some gold jewellery, articles","July 13, 2023 10:20 IST",buisness,indiaTV
Here's how buying right investment can help you in creating wealth,"July 13, 2023 7:12 IST",buisness,indiaTV
Retail inflation rises to 3-month high in June on rising prices of kitchen essentials,"July 12, 2023 23:49 IST",buisness,indiaTV
"India imposes import restrictions on certain gold jewellery, articles due to THIS reason","July 12, 2023 23:40 IST",buisness,indiaTV
PNB scam: Bank moves court seeking 'restoration' of Nirav Modi's property to recover dues,"July 12, 2023 23:23 IST",buisness,indiaTV
India’s retail inflation rate rises to 4.81 per cent in June from 4.31 per cent in May | DETAILS,"July 12, 2023 20:24 IST",buisness,indiaTV
Industrial production rises 5.2 pc in May,"July 12, 2023 18:52 IST",buisness,indiaTV
Equity markets gain in early trade on foreign fund inflows; Rupee rises against dollar,"July 12, 2023 14:43 IST",buisness,indiaTV
Clean energy solutions provider declares record date for sub-division of equity shares,"July 12, 2023 8:44 IST",buisness,indiaTV
Apartments sales at 15-yr high in top 7 cities on better demand for luxury properties,"July 12, 2023 8:31 IST",buisness,indiaTV
GST Council exempts cancer fighting drugs and medicines for rare diseases from GST tax I DETAILS,"July 11, 2023 21:56 IST",buisness,indiaTV
"Cong Claims BJP Video Showed Indian Territories as Part of Pak, China; Demands Apology",Published 3 minutes ago,india,news18
Chandrayaan 3 | Union Minister Jitendra Singh On Chandrayaan 3 Success | English News | News18,Updated 7 minutes ago,india,news18
Chandrayaan-3 Marks India's Ascent into Amrit Kaal; PM Modi Lifted Veil of Secrecy: Jitendra Singh to News18,Updated 21 minutes ago,india,news18
"Assam Flood Situation Worsens, Over 67,000 People in 17 Districts Affected",Published 30 minutes ago,india,news18
CBI Arrests Rs 22 Crore Bank Fraud Accused on Run for 6 Years,Published 39 minutes ago,india,news18
Uniform Civil Code: Law Commission Extends Deadline to Submit Views Till July 28,Updated 24 minutes ago,india,news18
"EAM Jaishankar Discusses with Blinken Ukraine Issue, Indo-Pacific",Published 1 hour ago,india,news18
"TMC Has Surpassed Misrule of the Left, Says BJP; TMC Hits Back",Published 1 hour ago,india,news18
UP: Woman Suffers Head Injury After Fall from 'Slippery' Platform at Taj Mahal,Updated 1 hour ago,india,news18
"Lucknow Woman Engages in Scuffle, Assaults Traffic Cop Over Challan 'Harassment'",Updated 1 hour ago,india,news18
MP: Police Arrest Seven Persons from Parts of India for Murder of Class 11 Girl in Gwalior,Published 1 hour ago,india,news18
EAM Jaishankar Emphasises 'Zero Tolerance Approach' on Terrorism at ARF Meeting,Published 1 hour ago,india,news18
"Two Local LeT Militants Carried Out Attack on Non-local Labourers in J&K's Shopian, Say Police",Published 2 hours ago,india,news18
Uproar in Rajasthan Assembly Over Killing of Teenager in Karauli,Published 2 hours ago,india,news18
42-year-old Man Arrested for Sexually Exploiting Stepdaughters in Andhra Pradesh,Published 2 hours ago,india,news18
Chandrayaan-3 Could Land On Moon on August 23-24: ISRO Chief S Somanath | Exclusive,Updated 6 minutes ago,india,news18
